gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	Adventitial Fibroblast	Airway Smooth Muscle	Alveolar Epithelial Type 1	Alveolar Epithelial Type 2	Alveolar Fibroblast	Artery	B	Basal	Basophil/Mast 1	Bronchial Vessel 1	CD4+ Memory/Effector T	CD4+ Naive T	CD8+ Memory/Effector T	CD8+ Naive T	Capillary	Capillary Aerocyte	Capillary Intermediate 1	Ciliated	Classical Monocyte	Club	Dendritic	Differentiating Basal	Fibromyocyte	Goblet	IGSF21+ Dendritic	Intermediate Monocyte	Ionocyte	Lipofibroblast	Lymphatic	Macrophage	Myeloid Dendritic Type 2	Myofibroblast	Natural Killer	Natural Killer T	Neuroendocrine	Neutrophil	Nonclassical Monocyte	Pericyte	Plasma	Plasmacytoid Dendritic	Proliferating NK/T	Signaling Alveolar Epithelial Type 2	Vascular Smooth Muscle	Vein
COL4A5	P29400	False	CO4A5_HUMAN		CPI-SC0CE433AB8	13.297	16.199	21.397	5.875	9.261	0.043	0.0	26.979	0.0	0.17	0.357	0.0	0.0	0.0	0.933	0.439	0.0	5.113	0.0	2.563	0.0	35.651	85.867	0.283	0.0	0.0	13.5	0.05	12.045	0.0	0.0	8.846	0.003	0.0	11.073	0.0	0.0	0.017	0.0	0.0	0.0	3.055	1.869	0.0
COL15A1	P39059	False	COFA1_HUMAN		CPI-SC03BFF1D95	33.595	30.922	0.0	0.02	12.247	13.424	0.0	0.0	0.652	34.792	0.0	0.0	0.0	0.085	1.146	0.09	0.0	0.0	0.0	0.068	0.0	0.0	93.6	0.0	0.0	0.0	0.0	52.75	14.023	0.0	0.0	128.25	0.136	0.0	0.127	0.0	0.0	0.031	0.0	0.0	0.0	0.03	5.165	41.31
COL18A1	P39060	False	COIA1_HUMAN		CPI-SC03ADD2063	28.152	15.543	1.185	0.008	1.967	7.022	0.907	1.833	30.087	9.094	0.016	1.275	0.0	0.008	5.464	4.418	11.091	0.176	0.604	2.394	0.0	0.767	0.533	3.292	0.0	0.0	0.0	45.35	8.114	0.031	0.0	2.962	0.78	0.0	0.382	1.0	1.148	25.332	0.0	0.0	0.0	0.169	22.653	4.524
COL4A4	P53420	False	CO4A4_HUMAN		CPI-SC0082A7233	29.513	0.11	136.95	14.058	0.481	11.63	10.698	5.367	0.435	0.651	0.968	0.145	0.0	1.323	0.295	0.862	2.58	0.343	5.0	17.719	0.8	3.674	0.0	2.172	0.0	0.0	0.0	19.75	0.0	0.0	0.0	0.0	1.404	7.981	2.055	0.133	0.519	0.0	4.5	0.0	0.0	16.214	0.659	0.0
COL4A3	Q01955	False	CO4A3_HUMAN		CPI-SC0674C647E	3.557	0.514	146.891	5.851	1.389	0.011	17.341	9.308	0.087	0.0	0.0	0.672	0.0	0.378	4.765	3.924	0.0	0.534	0.0	10.79	0.0	7.558	0.0	0.953	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.0	1.309	0.0	7.073	0.142	0.0	1.902	1.0	0.0	0.0	10.547	3.205	0.0
COL7A1	Q02388	False	CO7A1_HUMAN		CPI-SC03D71E025	2.342	4.728	0.01	0.768	0.614	0.217	0.31	43.333	0.0	0.396	0.0	0.0	0.0	0.016	0.01	0.019	0.0	0.004	1.472	0.084	0.0	4.047	1.4	0.013	0.0	0.0	0.0	8.15	0.0	0.0	0.0	1.462	0.006	0.058	0.345	0.212	0.037	6.871	0.0	0.0	0.0	0.09	0.682	0.0
COL10A1	Q03692	False	COAA1_HUMAN		CPI-SC0DF986F22	0.0	0.023	0.632	0.176	3.336	0.457	0.543	0.3	0.0	0.302	0.0	0.267	0.0	1.886	0.78	1.077	0.0	0.897	0.868	0.293	0.0	1.093	0.0	0.129	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.308	0.014	0.288	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.771	0.153	0.0
COL14A1	Q05707	False	COEA1_HUMAN		CPI-SC060984F83	227.785	71.214	0.005	0.009	18.183	0.0	0.0	11.829	0.0	0.613	0.0	0.0	0.0	0.042	0.233	0.172	0.0	0.0	0.0	0.126	0.0	0.512	4.4	0.073	0.0	0.0	0.0	378.3	0.0	0.25	0.0	6.942	0.0	0.0	0.0	0.407	0.0	21.753	0.0	0.0	0.0	0.05	132.375	0.0
COL16A1	Q07092	False	COGA1_HUMAN		CPI-SC0014D5A6E	113.525	17.344	4.907	3.958	35.519	0.12	0.0	29.846	2.652	0.123	0.0	0.908	0.0	0.003	0.883	0.227	0.0	57.619	0.132	1.876	0.0	24.442	123.733	11.232	0.0	0.0	0.0	65.9	3.432	0.0	0.0	263.462	0.483	0.0	0.0	0.31	0.0	0.16	0.0	0.0	0.0	2.01	2.949	0.0
COL4A6	Q14031	False	CO4A6_HUMAN		CPI-SC0B066E03C	26.861	16.682	8.081	0.346	6.694	0.0	0.0	12.638	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.0	7.67	0.432	0.0	0.22	0.0	17.512	443.333	0.004	0.0	0.0	0.0	0.8	0.0	0.0	0.0	0.0	0.004	0.0	0.236	0.23	0.0	0.0	0.0	0.0	0.0	0.179	0.631	0.0
COL9A3	Q14050	False	CO9A3_HUMAN		CPI-SC0B4BD965C	0.006	0.078	0.622	0.971	0.0	1.989	2.45	2.462	0.0	1.057	0.0	0.0	0.0	0.005	0.33	0.0	0.0	0.221	0.0	0.144	0.0	0.326	0.0	0.0	0.0	0.0	0.0	1.85	6.545	0.0	0.0	0.0	0.0	0.0	4.455	0.009	0.0	0.039	0.0	0.0	0.0	0.01	0.028	0.0
COL9A2	Q14055	False	CO9A2_HUMAN		CPI-SC0247E9ADB	0.095	1.792	0.057	6.612	0.0	0.0	6.0	19.688	67.413	1.443	2.794	0.275	0.0	1.352	0.0	0.476	0.0	12.748	5.689	23.091	59.1	17.907	80.8	22.798	97.375	0.0	0.0	6.0	0.0	2.844	0.0	14.404	0.215	4.673	0.255	10.018	6.148	1.243	0.0	0.0	3.0	27.368	0.295	0.0
COL19A1	Q14993	False	COJA1_HUMAN		CPI-SC0035F0B0F	0.0	0.014	0.0	0.0	0.039	0.13	56.357	9.121	0.0	0.0	0.0	0.0	0.0	0.048	0.015	0.023	0.0	6.345	0.0	0.022	0.0	0.0	0.0	0.0	0.0	0.0	86.5	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.283	0.0	0.01	0.0	0.0	0.0	0.01	0.0	0.0
COL24A1	Q17RW2	False	COOA1_HUMAN		CPI-SC06ACCFA52	0.373	0.023	0.012	0.046	0.114	0.0	0.008	0.0	0.0	0.0	0.0	0.008	0.0	0.05	0.001	0.021	0.0	0.069	0.906	0.401	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.538	0.0	0.115	0.0	0.018	0.0	0.075	0.0	79.692	0.0	0.065	0.0	0.0
COL28A1	Q2UY09	False	COSA1_HUMAN		CPI-SC069F9E62C	0.0	0.006	0.822	1.054	0.0	0.022	0.0	0.0	0.109	1.5	0.008	0.0	0.0	0.026	0.037	0.384	0.0	10.176	0.0	1.483	0.0	10.442	0.0	0.378	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.649	0.0	0.0	0.0	0.587	0.0	0.0
COL13A1	Q5TAT6	False	CODA1_HUMAN		CPI-SC0D2BDC009	6.532	1.549	3.0	0.003	134.628	0.022	0.0	0.0	32.739	0.321	0.0	0.0	0.0	0.212	0.037	0.003	0.0	0.053	0.0	0.136	0.0	0.0	7.533	1.167	0.0	0.0	0.0	18.65	0.0	0.0	0.0	0.712	7.355	0.0	0.0	0.487	0.0	1.239	0.0	0.0	0.647	0.234	0.267	5.405
COL27A1	Q8IZC6	False	CORA1_HUMAN		CPI-SC05F111D21	24.867	50.075	0.0	14.566	88.164	0.0	0.0	6.283	0.0	2.34	0.0	0.0	0.0	0.0	0.141	0.323	0.0	0.102	0.0	9.689	0.0	4.744	26.0	5.395	0.0	0.0	0.0	107.6	0.023	0.0	0.0	84.538	0.045	0.0	0.745	1.142	0.0	15.488	0.0	0.0	0.0	22.488	47.216	0.0
COL22A1	Q8NFW1	False	COMA1_HUMAN		CPI-SC0BCD683D4	0.0	0.13	0.0	2.559	0.056	0.0	0.163	0.625	0.0	0.0	0.556	0.031	0.0	0.005	0.005	0.032	0.0	0.018	0.0	0.133	124.2	0.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0	5.154	0.044	0.0	12.545	0.283	0.111	0.025	0.0	0.0	0.0	0.164	0.0	0.0
COL26A1	Q96A83	False	COQA1_HUMAN		CPI-SC041215790	0.0	1.899	0.0	0.0	1.156	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.077	0.002	0.0	0.0	0.0	0.0	17.1	0.0	62.692	0.0	0.0	1.852	0.0
COL21A1	Q96P44	False	COLA1_HUMAN		CPI-SC037C3901A	37.854	70.503	0.352	0.17	137.653	11.272	0.0	0.954	0.0	0.047	0.0	0.0	0.0	0.0	1.456	2.019	0.0	55.733	0.0	0.205	0.0	12.186	17.8	0.0	0.0	0.0	0.0	4.6	0.0	0.031	0.0	22.192	0.0	0.0	3.909	0.292	0.037	138.693	0.0	0.0	0.0	0.0	128.21	0.0
COL12A1	Q99715	False	COCA1_HUMAN		CPI-SC05B2AA866	72.025	74.066	305.656	7.657	16.5	1.609	0.0	15.604	0.0	0.774	0.0	0.0	0.0	0.011	8.641	4.452	3.102	1.396	0.0	5.528	0.1	0.0	253.533	0.888	0.0	0.0	0.0	19.95	36.591	0.0	0.0	338.288	0.027	0.0	1.0	0.0	0.0	77.311	0.0	0.0	0.0	2.592	109.79	0.0
COL20A1	Q9P218	False	COKA1_HUMAN		CPI-SC051B1E9C4	0.013	0.009	0.005	0.0	0.003	0.0	0.0	0.004	0.0	0.0	0.0	0.008	0.0	0.0	0.001	0.011	0.0	0.009	0.0	0.028	0.0	0.0	0.267	0.021	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.0	0.055	0.088	0.0	0.0	0.0	0.0	0.0	0.114	0.006	0.0
COL17A1	Q9UMD9	False	COHA1_HUMAN		CPI-SC0247375A7	2.373	0.046	0.012	1.717	0.303	0.0	1.171	18.292	29.0	0.104	0.0	0.0	0.0	0.095	1.067	0.664	0.227	1.773	0.208	3.775	0.0	10.326	0.0	1.279	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.0	0.036	0.0	0.0	0.0	0.0	0.538	0.0	1.134	0.0	0.0
COL6A6	A6NMZ7	False	CO6A6_HUMAN		CPI-SC0B808E56A	37.658	4.798	1.976	0.153	103.897	0.0	0.0	1.271	0.283	0.0	0.071	0.008	0.0	0.209	1.14	0.08	1.023	0.034	0.0	0.028	0.0	0.0	12.667	0.0	0.0	0.0	0.0	80.8	0.0	0.0	0.0	22.423	0.087	0.0	0.236	0.938	0.037	62.409	0.0	0.0	0.0	0.045	15.636	0.333
COL6A5	A8TX70	False	CO6A5_HUMAN		CPI-SC089D4762F	2.595	0.0	0.0	0.0	59.194	0.022	0.0	0.0	0.0	0.113	0.008	0.008	0.0	0.061	0.0	0.006	0.0	0.118	0.0	0.105	0.0	0.0	0.067	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.077	0.014	0.0	0.018	0.628	0.0	18.998	0.0	0.0	0.0	0.179	19.312	0.0
COL1A1	P02452	False	CO1A1_HUMAN		CPI-SC0F73E9099	658.411	77.399	2.891	7.812	221.422	0.0	0.0	8.671	0.0	0.453	0.0	0.015	0.0	0.008	2.005	0.072	0.148	5.08	0.0	4.237	0.0	3.93	345.6	3.734	0.0	0.0	0.0	2192.5	0.0	0.0	0.0	716.481	0.002	0.0	0.164	0.239	0.0	1.994	0.0	0.0	0.0	0.443	86.557	0.024
COL2A1	P02458	False	CO2A1_HUMAN		CPI-SC016235D3A	0.0	0.0	0.005	0.017	0.008	0.0	0.0	0.092	0.0	0.0	0.0	0.0	0.0	0.0	0.038	0.006	0.0	0.074	0.0	0.164	0.0	0.0	1.533	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.0	0.018	0.027	0.037	0.39	0.0	0.0	0.0	0.0	0.0	0.0
COL3A1	P02461	False	CO3A1_HUMAN		CPI-SC0BC63F8C0	796.044	46.405	0.0	0.068	270.633	0.0	0.008	0.033	0.0	7.009	0.0	0.0	0.0	0.016	0.039	0.326	0.0	0.0	0.0	0.442	0.0	0.0	721.4	0.0	0.0	0.0	0.0	1629.5	1.773	0.0	0.0	1051.442	0.008	0.0	0.018	0.0	0.0	50.386	0.0	0.0	0.0	0.0	81.767	0.429
COL4A1	P02462	False	CO4A1_HUMAN		CPI-SC0672FBD31	65.044	83.65	129.171	0.292	66.797	55.043	0.016	1.267	0.739	157.774	0.0	0.046	0.0	0.079	178.197	99.968	272.83	0.013	0.0	0.042	0.0	0.0	119.467	0.0	0.0	0.0	0.0	71.3	161.705	2.625	0.0	51.096	0.173	0.038	0.309	0.451	1.111	906.1	0.0	0.0	0.0	0.139	417.216	231.286
COL5A2	P05997	False	CO5A2_HUMAN		CPI-SC0545E2502	62.329	13.809	0.0	0.001	78.694	0.033	0.008	0.142	0.0	0.0	0.0	1.359	0.0	0.0	0.029	0.047	1.227	3.853	0.038	0.424	0.0	0.0	129.933	0.498	0.0	0.0	0.0	84.65	30.545	0.75	0.0	107.712	0.002	0.0	0.236	0.248	0.0	72.697	0.0	0.0	0.0	0.07	18.42	1.024
COL1A2	P08123	False	CO1A2_HUMAN		CPI-SC006E22794	2060.487	183.043	0.0	0.126	903.972	0.087	0.0	3.021	0.0	0.123	0.0	0.023	0.0	0.013	1.821	0.105	0.0	0.461	0.028	0.144	0.0	0.0	1650.8	0.004	0.0	0.0	0.0	2696.6	0.0	28.125	0.0	1549.615	0.059	0.0	0.0	0.0	0.0	534.793	0.0	0.0	0.0	0.179	305.415	0.0
COL4A2	P08572	False	CO4A2_HUMAN		CPI-SC0458F68A5	81.924	149.208	301.368	1.303	64.175	102.707	0.0	1.004	0.0	246.198	0.0	0.0	0.0	0.146	262.45	191.815	337.239	3.26	2.368	1.757	0.0	0.0	150.0	0.348	0.0	0.0	0.0	232.05	277.432	7.344	0.0	180.75	0.024	0.0	0.927	0.841	13.074	1246.104	0.0	21.385	0.0	0.617	623.057	396.119
COL11A1	P12107	False	COBA1_HUMAN		CPI-SC06E5E0C83	0.006	0.032	0.0	0.441	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.017	0.013	0.025	0.0	0.0	0.009	0.0	0.046	0.0	0.0	0.0	0.004	0.0	0.0	0.0	4.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.301	0.0	0.054	0.0	0.0	0.0	0.02	0.0	0.0
COL6A1	P12109	False	CO6A1_HUMAN		CPI-SC09FDA4F45	975.462	185.844	5.356	8.432	669.922	13.38	0.0	26.317	0.0	10.151	0.968	0.763	0.017	0.008	16.96	17.754	20.375	26.688	0.0	22.356	0.0	9.047	183.867	6.807	135.0	0.0	13.0	1087.3	134.432	0.0	0.0	494.635	0.01	0.0	0.273	0.274	0.0	292.34	0.0	0.0	0.0	8.413	332.489	0.929
COL6A2	P12110	False	CO6A2_HUMAN		CPI-SC0F4BC2909	1485.899	261.913	0.059	0.005	812.103	23.272	0.0	19.508	0.022	6.481	1.667	11.252	22.305	34.783	12.342	6.029	21.693	0.158	0.0	2.008	0.0	0.233	372.667	0.0	0.0	0.0	0.0	1397.85	122.205	9.0	0.0	546.0	33.263	1.846	0.0	0.204	0.0	339.38	0.0	0.0	0.0	1.945	586.341	1.167
COL6A3	P12111	False	CO6A3_HUMAN		CPI-SC02AE206BE	615.873	22.39	0.01	0.292	665.758	0.261	0.0	1.462	0.391	0.019	0.762	0.0	0.0	0.108	0.592	2.183	0.0	0.41	0.028	0.16	0.0	0.0	20.6	0.0	0.125	0.0	0.0	1388.25	0.045	3.656	0.0	292.288	0.019	0.0	0.0	0.071	0.074	354.483	0.0	0.077	0.0	0.02	158.159	0.0
COL11A2	P13942	False	COBA2_HUMAN		CPI-SC0A8E69BC5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL9A1	P20849	False	CO9A1_HUMAN		CPI-SC05B6D413B	0.0	0.225	0.0	0.012	0.0	0.0	0.016	0.029	0.0	0.038	0.008	0.0	0.0	0.003	0.01	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.052	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.124	0.889	0.046	0.0	0.0	0.0	0.055	0.131	0.0
COL5A1	P20908	False	CO5A1_HUMAN		CPI-SC05992FDC8	144.0	29.908	0.147	0.778	130.469	1.12	0.0	9.346	0.0	0.047	0.0	0.0	0.0	0.071	0.039	0.006	0.0	0.005	0.0	1.34	0.0	0.116	146.867	1.142	0.0	0.0	0.0	227.3	0.0	0.0	0.0	96.962	0.012	0.038	0.073	0.336	0.074	47.093	0.0	0.0	0.0	2.383	44.705	6.714
COL8A2	P25067	False	CO8A2_HUMAN		CPI-SC069F95780	14.658	5.725	0.071	0.0	19.889	0.065	0.0	0.596	0.0	0.019	0.0	0.0	0.0	0.0	0.0	0.013	0.0	0.007	2.613	0.14	19.5	0.0	0.0	0.004	34.0	5.833	0.0	13.45	0.795	1.031	11.143	0.077	0.062	0.0	0.0	0.0	0.0	0.0	0.0	0.846	0.0	0.104	0.523	0.476
COL5A3	P25940	False	CO5A3_HUMAN		CPI-SC0DAD29856	0.538	1.717	0.019	0.0	3.322	0.0	0.0	0.012	0.0	0.0	0.0	0.0	0.0	0.058	0.007	0.0	0.0	0.016	0.019	0.065	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.9	0.0	0.031	0.0	5.404	0.369	0.0	0.127	0.0	0.0	25.178	0.0	0.0	0.0	0.005	8.727	0.0
COL8A1	P27658	False	CO8A1_HUMAN		CPI-SC02F06FF62	70.646	31.514	472.853	107.758	359.164	31.978	0.078	0.004	0.0	5.868	0.0	0.008	0.0	0.042	1.774	0.0	0.625	5.47	0.028	5.65	0.0	0.0	1.333	0.026	0.0	0.0	92.5	152.25	0.0	0.0	0.0	388.308	0.01	0.0	0.0	0.159	0.0	0.776	0.0	0.0	0.0	48.711	29.46	56.405
COL4A5	P29400	False	CO4A5_HUMAN		CPI-SC0EC572716	13.297	16.199	21.397	5.875	9.261	0.043	0.0	26.979	0.0	0.17	0.357	0.0	0.0	0.0	0.933	0.439	0.0	5.113	0.0	2.563	0.0	35.651	85.867	0.283	0.0	0.0	13.5	0.05	12.045	0.0	0.0	8.846	0.003	0.0	11.073	0.0	0.0	0.017	0.0	0.0	0.0	3.055	1.869	0.0
COL15A1	P39059	False	COFA1_HUMAN		CPI-SC0F8D27FBC	33.595	30.922	0.0	0.02	12.247	13.424	0.0	0.0	0.652	34.792	0.0	0.0	0.0	0.085	1.146	0.09	0.0	0.0	0.0	0.068	0.0	0.0	93.6	0.0	0.0	0.0	0.0	52.75	14.023	0.0	0.0	128.25	0.136	0.0	0.127	0.0	0.0	0.031	0.0	0.0	0.0	0.03	5.165	41.31
COL18A1	P39060	False	COIA1_HUMAN		CPI-SC0EA3FC100	28.152	15.543	1.185	0.008	1.967	7.022	0.907	1.833	30.087	9.094	0.016	1.275	0.0	0.008	5.464	4.418	11.091	0.176	0.604	2.394	0.0	0.767	0.533	3.292	0.0	0.0	0.0	45.35	8.114	0.031	0.0	2.962	0.78	0.0	0.382	1.0	1.148	25.332	0.0	0.0	0.0	0.169	22.653	4.524
COL4A4	P53420	False	CO4A4_HUMAN		CPI-SC091173D82	29.513	0.11	136.95	14.058	0.481	11.63	10.698	5.367	0.435	0.651	0.968	0.145	0.0	1.323	0.295	0.862	2.58	0.343	5.0	17.719	0.8	3.674	0.0	2.172	0.0	0.0	0.0	19.75	0.0	0.0	0.0	0.0	1.404	7.981	2.055	0.133	0.519	0.0	4.5	0.0	0.0	16.214	0.659	0.0
COL4A3	Q01955	False	CO4A3_HUMAN		CPI-SC07FB88720	3.557	0.514	146.891	5.851	1.389	0.011	17.341	9.308	0.087	0.0	0.0	0.672	0.0	0.378	4.765	3.924	0.0	0.534	0.0	10.79	0.0	7.558	0.0	0.953	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.0	1.309	0.0	7.073	0.142	0.0	1.902	1.0	0.0	0.0	10.547	3.205	0.0
COL7A1	Q02388	False	CO7A1_HUMAN		CPI-SC035953E6B	2.342	4.728	0.01	0.768	0.614	0.217	0.31	43.333	0.0	0.396	0.0	0.0	0.0	0.016	0.01	0.019	0.0	0.004	1.472	0.084	0.0	4.047	1.4	0.013	0.0	0.0	0.0	8.15	0.0	0.0	0.0	1.462	0.006	0.058	0.345	0.212	0.037	6.871	0.0	0.0	0.0	0.09	0.682	0.0
COL10A1	Q03692	False	COAA1_HUMAN		CPI-SC01115AAD1	0.0	0.023	0.632	0.176	3.336	0.457	0.543	0.3	0.0	0.302	0.0	0.267	0.0	1.886	0.78	1.077	0.0	0.897	0.868	0.293	0.0	1.093	0.0	0.129	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.308	0.014	0.288	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.771	0.153	0.0
COL14A1	Q05707	False	COEA1_HUMAN		CPI-SC0BD4C290F	227.785	71.214	0.005	0.009	18.183	0.0	0.0	11.829	0.0	0.613	0.0	0.0	0.0	0.042	0.233	0.172	0.0	0.0	0.0	0.126	0.0	0.512	4.4	0.073	0.0	0.0	0.0	378.3	0.0	0.25	0.0	6.942	0.0	0.0	0.0	0.407	0.0	21.753	0.0	0.0	0.0	0.05	132.375	0.0
COL16A1	Q07092	False	COGA1_HUMAN		CPI-SC053BBE2B1	113.525	17.344	4.907	3.958	35.519	0.12	0.0	29.846	2.652	0.123	0.0	0.908	0.0	0.003	0.883	0.227	0.0	57.619	0.132	1.876	0.0	24.442	123.733	11.232	0.0	0.0	0.0	65.9	3.432	0.0	0.0	263.462	0.483	0.0	0.0	0.31	0.0	0.16	0.0	0.0	0.0	2.01	2.949	0.0
COL4A6	Q14031	False	CO4A6_HUMAN		CPI-SC0DA5EFA18	26.861	16.682	8.081	0.346	6.694	0.0	0.0	12.638	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.0	7.67	0.432	0.0	0.22	0.0	17.512	443.333	0.004	0.0	0.0	0.0	0.8	0.0	0.0	0.0	0.0	0.004	0.0	0.236	0.23	0.0	0.0	0.0	0.0	0.0	0.179	0.631	0.0
COL9A3	Q14050	False	CO9A3_HUMAN		CPI-SC0F778DC8E	0.006	0.078	0.622	0.971	0.0	1.989	2.45	2.462	0.0	1.057	0.0	0.0	0.0	0.005	0.33	0.0	0.0	0.221	0.0	0.144	0.0	0.326	0.0	0.0	0.0	0.0	0.0	1.85	6.545	0.0	0.0	0.0	0.0	0.0	4.455	0.009	0.0	0.039	0.0	0.0	0.0	0.01	0.028	0.0
COL9A2	Q14055	False	CO9A2_HUMAN		CPI-SC0F590482E	0.095	1.792	0.057	6.612	0.0	0.0	6.0	19.688	67.413	1.443	2.794	0.275	0.0	1.352	0.0	0.476	0.0	12.748	5.689	23.091	59.1	17.907	80.8	22.798	97.375	0.0	0.0	6.0	0.0	2.844	0.0	14.404	0.215	4.673	0.255	10.018	6.148	1.243	0.0	0.0	3.0	27.368	0.295	0.0
COL19A1	Q14993	False	COJA1_HUMAN		CPI-SC0BA41B0D3	0.0	0.014	0.0	0.0	0.039	0.13	56.357	9.121	0.0	0.0	0.0	0.0	0.0	0.048	0.015	0.023	0.0	6.345	0.0	0.022	0.0	0.0	0.0	0.0	0.0	0.0	86.5	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.283	0.0	0.01	0.0	0.0	0.0	0.01	0.0	0.0
COL24A1	Q17RW2	False	COOA1_HUMAN		CPI-SC090DB3159	0.373	0.023	0.012	0.046	0.114	0.0	0.008	0.0	0.0	0.0	0.0	0.008	0.0	0.05	0.001	0.021	0.0	0.069	0.906	0.401	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.538	0.0	0.115	0.0	0.018	0.0	0.075	0.0	79.692	0.0	0.065	0.0	0.0
COL28A1	Q2UY09	False	COSA1_HUMAN		CPI-SC0FF018913	0.0	0.006	0.822	1.054	0.0	0.022	0.0	0.0	0.109	1.5	0.008	0.0	0.0	0.026	0.037	0.384	0.0	10.176	0.0	1.483	0.0	10.442	0.0	0.378	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.649	0.0	0.0	0.0	0.587	0.0	0.0
COL13A1	Q5TAT6	False	CODA1_HUMAN		CPI-SC08BF895FC	6.532	1.549	3.0	0.003	134.628	0.022	0.0	0.0	32.739	0.321	0.0	0.0	0.0	0.212	0.037	0.003	0.0	0.053	0.0	0.136	0.0	0.0	7.533	1.167	0.0	0.0	0.0	18.65	0.0	0.0	0.0	0.712	7.355	0.0	0.0	0.487	0.0	1.239	0.0	0.0	0.647	0.234	0.267	5.405
COL27A1	Q8IZC6	False	CORA1_HUMAN		CPI-SC0D7F33CFB	24.867	50.075	0.0	14.566	88.164	0.0	0.0	6.283	0.0	2.34	0.0	0.0	0.0	0.0	0.141	0.323	0.0	0.102	0.0	9.689	0.0	4.744	26.0	5.395	0.0	0.0	0.0	107.6	0.023	0.0	0.0	84.538	0.045	0.0	0.745	1.142	0.0	15.488	0.0	0.0	0.0	22.488	47.216	0.0
COL22A1	Q8NFW1	False	COMA1_HUMAN		CPI-SC040B3EFBC	0.0	0.13	0.0	2.559	0.056	0.0	0.163	0.625	0.0	0.0	0.556	0.031	0.0	0.005	0.005	0.032	0.0	0.018	0.0	0.133	124.2	0.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0	5.154	0.044	0.0	12.545	0.283	0.111	0.025	0.0	0.0	0.0	0.164	0.0	0.0
COL26A1	Q96A83	False	COQA1_HUMAN		CPI-SC0EACF2D60	0.0	1.899	0.0	0.0	1.156	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.077	0.002	0.0	0.0	0.0	0.0	17.1	0.0	62.692	0.0	0.0	1.852	0.0
COL21A1	Q96P44	False	COLA1_HUMAN		CPI-SC09C06C70F	37.854	70.503	0.352	0.17	137.653	11.272	0.0	0.954	0.0	0.047	0.0	0.0	0.0	0.0	1.456	2.019	0.0	55.733	0.0	0.205	0.0	12.186	17.8	0.0	0.0	0.0	0.0	4.6	0.0	0.031	0.0	22.192	0.0	0.0	3.909	0.292	0.037	138.693	0.0	0.0	0.0	0.0	128.21	0.0
COL12A1	Q99715	False	COCA1_HUMAN		CPI-SC004A436C5	72.025	74.066	305.656	7.657	16.5	1.609	0.0	15.604	0.0	0.774	0.0	0.0	0.0	0.011	8.641	4.452	3.102	1.396	0.0	5.528	0.1	0.0	253.533	0.888	0.0	0.0	0.0	19.95	36.591	0.0	0.0	338.288	0.027	0.0	1.0	0.0	0.0	77.311	0.0	0.0	0.0	2.592	109.79	0.0
